YORF	NAME	GWEIGHT	Cell-cycle Alpha-Factor 1	Cell-cycle Alpha-Factor 2	Cell-cycle Alpha-Factor 3	Cell-cycle Alpha-Factor 4	Cell-cycle Alpha-Factor 5	Cell-cycle Alpha-Factor 6	Cell-cycle Alpha-Factor 7	Cell-cycle Alpha-Factor 8	Cell-cycle Alpha-Factor 9	Cell-cycle Alpha-Factor 10	Cell-cycle Alpha-Factor 11	Cell-cycle Alpha-Factor 12	Cell-cycle Alpha-Factor 13	Cell-cycle Alpha-Factor 14	Cell-cycle Alpha-Factor 15	Cell-cycle Alpha-Factor 16	Cell-cycle Alpha-Factor 17	Cell-cycle Alpha-Factor 18	Cell-cycle cdc15 10m	Cell-cycle cdc15 30m	Cell-cycle cdc15 50m	Cell-cycle cdc15 70m	Cell-cycle cdc15 80m	Cell-cycle cdc15 90m	Cell-cycle cdc15 100m	Cell-cycle cdc15 110m	Cell-cycle cdc15 120m	Cell-cycle cdc15 120m	Cell-cycle cdc15 130m	Cell-cycle cdc15 140m	Cell-cycle cdc15 150m	Cell-cycle cdc15 160m	Cell-cycle cdc15 160m	Cell-cycle cdc15 170m	Cell-cycle cdc15 180m	Cell-cycle cdc15 190m	Cell-cycle cdc15 200m	Cell-cycle cdc15 210m	Cell-cycle cdc15 220m	Cell-cycle cdc15 240m	Cell-cycle cdc15 250m	Cell-cycle cdc15 270m	Cell-cycle cdc15 290m	Cell-cycle Elutriation 0.0hrs	Cell-cycle Elutriation 0.5hrs	Cell-cycle Elutriation 1.0hrs	Cell-cycle Elutriation 1.5hrs	Cell-cycle Elutriation 2.0hrs	Cell-cycle Elutriation 2.5hrs	Cell-cycle Elutriation 3.0hrs	Cell-cycle Elutriation 3.5hrs	Cell-cycle Elutriation 4.0hrs	Cell-cycle Elutriation 4.5hrs	Cell-cycle Elutriation 5.0hrs	Cell-cycle Elutriation 5.5hrs	Cell-cycle Elutriation 6.0hrs	Cell-cycle Elutriation 6.5hrs	Cell-cycle CLN3 induction 30m	Cell-cycle CLN3 induction 40m	Cell-cycle CLB5 induction 40m	Sporulation 0	Sporulation 30m	Sporulation 2h	Sporulation 5h	Sporulation 7h	Sporulation 9h	Sporulation 11h	Sporulation 2h (v. 5h)	Sporulation 7h (v. 5h)	Sporulation 11h (v. 5h)	Sporulation ndt80- Early	Sporulation ndt80- Middle	Sporulation ndt80over	Diauxic Shift 19.0g/L	Diauxic Shift 18.7g/L	Diauxic Shift 17.6g/L	Diauxic Shift 14.0g/L	Diauxic Shift 7.5g/L	Diauxic Shift 0.2g/L	Diauxic Shift 0g/L
YDL046W	YDL046W             unknown                       unknown                                      S0002204	1	-0.18	-0.25	 0.50	 0.23	 0.40	-0.10	 0.38	-0.29	 0.26	 0.38	 0.14	 0.03	 0.08	-0.38	 0.04	-0.32	 0.00	-0.15	-0.01	-0.07	-0.15	 0.19	 0.15	 0.42	 0.18	 0.56	 0.49	-0.47	 0.46	 0.48	 0.43	 0.57	 1.17	 0.04	 0.26	 0.41	 0.77	 0.69	 0.86	 0.59	 0.37	 0.24	 0.32	 0.18	-0.04	-0.10	-0.54	-0.58	-0.64	-0.32	 0.26	 0.34	 0.52	 0.14	 0.53	 0.77	 0.42	-0.60	-0.29	-0.17	-0.12	 1.24	 0.50	 0.52	 0.44	-0.15	-0.27	 0.23	-0.23	-0.94	 0.41	 1.04	-0.74	-0.12	-0.14	 0.30	 0.26	 0.39	 1.34	 0.48
YKL051W	YKL051W             unknown                       unknown                                      S0001534	1	 0.44	 0.90	 0.10	-0.40	-0.07	-0.43	 0.10	-0.42	-0.32	-0.17	-0.60	-0.71	-0.29	-0.74	-0.49	-0.54	-0.06	-0.40	 0.56	-0.12	-0.03	 0.42	-0.54	 0.33	-0.34	 0.25	-0.58	-0.58	 0.15	-0.67	 0.20	-0.58	-0.07	 0.10	-0.42	 0.42	-0.18	 0.23	-0.69	-0.36	-0.01	-0.20	 0.00	-0.62	-0.58	-0.89	-0.20	-0.42	-0.64	-0.34	-0.32	-0.14	 0.06	-0.43	-0.07	-0.29	-0.04	-0.74	-0.54	-0.51	-0.49	 1.37	-0.07	 0.01	-0.40	-0.45	-0.22	-0.32	-0.49	-0.30	 0.51	-0.09	-1.25	 0.00	 0.20	 0.64	 0.25	 0.45	 1.01	 0.07
YKL124W	YKL124W   SSH4      unknown                       suppresses shr3 mutation                     S0001607	1	-0.27	 0.34	 0.01	-0.40	-0.18	-0.07	 0.03	-0.20	-0.15	-0.15	-0.29	-0.15	-0.14	-0.40	-0.30	-0.43	-0.07	-0.25	 0.31	 0.16	-0.23	-0.40	 0.46	-0.36	 0.16	-0.29	 0.10	 0.06	-0.76	-0.14		 0.16	-0.25	 0.10	 0.94	-0.79	 0.48	-0.03	 1.04	 1.13	-1.25	-0.12	-1.09	 0.44	-0.18	-0.29	-0.67	-0.17	-0.30	-0.29	 0.07	-0.14	-0.27	-0.03	 0.10	-0.06	 0.06	-0.07	 0.63	-0.32	-0.20	 1.10	 0.11	-0.06	 0.23	 0.06	 0.10	 0.39	-0.15	-0.27	 0.28	 0.53	 0.07	-0.49	-0.09	 0.16	-0.40	-0.07	 0.65	 0.19
YOR297C	YOR297C             unknown                       unknown; similar to Sdh4p                    S0005823	1	 0.15		-0.34	-0.14	-0.03	 0.08	 0.28	 0.07	 0.01	-0.34	-0.40	-0.49	 0.11	-0.29	-0.12	-0.38	 0.12	-0.30	 0.87	 0.64	 0.42	 0.12	-0.22	 0.15	 0.18	 0.59	-0.10	-0.15	 0.36	-0.62	 0.10	-0.49	-0.60	 0.07	-0.01	 0.36	 0.15	 0.10	-0.22	-0.43	 0.14	-0.15	 0.00	-0.15	-0.30	 0.06	-0.25	-0.04	 0.01	-0.04	 0.11	-0.25	-0.22	 0.08	-0.14	-0.47	-0.42	 0.15	 0.41	-0.30	-0.34	-0.30	 0.00	 1.32	 2.05	 1.62	 1.34	-1.43	 0.55	 0.00	-0.09	 0.23	 1.31	 0.18	 0.36	 0.30	-0.18	-0.18	 0.25	-0.30
YJL145W	YJL145W             unknown                       unknown                                      S0003681	1	 0.04	-0.09	-0.36	 0.03	-0.30	-0.09	-0.12	 0.03	 0.20	-0.20	 0.12	-0.12	 0.12	-0.29	 0.03	 0.14	-0.27	 0.00	 0.28	 0.19	 0.00	-0.40	-0.69	-0.49	-0.32	-0.07	 0.44	-0.29	-0.07	-0.58	-0.10	-1.25	-0.47	-0.10	-0.74	-0.38	-0.56	-0.30	-0.94	-0.38	 0.18	-0.09	 0.18	-0.43	 0.00	 0.20	 0.16	-0.03	 0.03	-0.30	-0.14	-0.22	-0.25	 0.19	-0.10	-0.12	-0.07	-0.49	-0.34	-0.22	-0.06	-0.45	-0.79		-1.84	-1.43	-1.22	 0.99	-0.32	 0.23	-0.79	-1.94	-0.20	 0.31	 0.08	 0.19	-0.23	-0.09	 0.04	-0.09
YDR434W	YDR434W             unknown                       unknown                                      S0002842	1	 0.03	-0.36	-0.03	 0.10	 0.06	 0.14	 0.30	 0.12	 0.00	-0.25	-0.03	-0.07	 0.08	-0.23	 0.04	-0.14	 0.23	-0.20	-0.45	-0.54	-0.23	 0.08	 0.34	-0.03	 0.26	-0.29	-0.47	 0.01	-0.12	-0.03	 0.20	 0.21	 0.24	 0.34	 0.55	-0.07	 0.10	-0.07	-0.20	-0.04	-0.20	-0.15	-0.10	 0.82	-0.20	-0.30	-0.20	-0.01	-0.40	-0.22	-0.15	-0.42	-0.62	-0.25	-0.34	-0.51	-0.42	 0.66	 1.70	-0.36	 0.20	 0.08	-0.10	-0.22	-0.34	-0.54	-0.43	 0.06	-0.22	-0.45	 0.23	 0.46	-0.10	 0.03	-0.06	 0.08	-0.30	-0.34	 0.16	-0.58
YJL218W	YJL218W             unknown                       unknown; similar to E. coli galactoside O-aceS0003754	1	 0.31	 0.23	 0.64	 0.39	 0.16		-0.07	-0.47	-0.45	-0.04	 0.04	 0.29	 0.16	-0.47	-0.12	-0.23	-0.14	-0.22	 0.26	 1.04	 0.44	 0.67	-0.45	-0.54	 0.15	 0.16	-0.81	 0.25	 0.76	-0.09	 0.33	-0.40	-0.29	 0.08	 0.16	-0.09	 0.07	 0.03	-0.22	 0.23	 0.64	 0.58	 0.56	 0.00	-0.43	-0.30	-0.74	-0.22	-0.15	-0.32	-0.29	-0.38	-0.51	-0.17	-0.18	-0.45	 0.19	 0.28	 0.83	-0.42	-0.18	-1.43	 0.29	 0.08	 0.20	-0.71	-1.47	 0.66	-0.27	-1.56	 0.40	-0.14	 0.93	-0.38	-0.94	-0.29	-0.42	 0.15	 0.56	-0.32
YFR036W	YFR036W   CDC26     cell cycle                    anaphase-promoting complex subunit           S0001932	1	 0.11	-0.27	-0.10	-0.22	 0.07	-0.20	 0.12	-0.04	-0.04	-0.22	-0.38	-0.27	 0.03	-0.20	-0.23	-0.32	-0.14	-0.51	 0.41	 0.34	 0.14	-0.49	-0.47	-0.56	-0.69	-0.22	-0.89	 0.31	 0.06	-0.64	-0.22	-0.69	-0.67	-1.06	-0.25	-0.30	 0.00	-0.17	-0.03	-0.25	-0.17	-0.04	 0.04	-0.14	-0.15	-0.22	-0.51	-0.30	-0.71	-0.38	-0.40	-0.23	-0.38	-0.17	-0.32	-0.29	-0.38	 0.08	-0.20	-0.20	-0.81	-0.47	-0.10	 1.41	 2.09	 2.23	 0.99	-2.12	 1.16	 0.01	 0.07	 0.10	 1.48	-0.23	-0.40	-0.17	-0.40	-0.36	-0.25	-0.29
YLR135W	YLR135W             unknown                       unknown                                      S0004125	1	 0.31	 0.03	 0.40	 0.43	 0.61	 0.49	 0.36	 0.08	-0.06	 0.07	 0.10	 0.16	 0.00	 0.00	 0.08	 0.16	 0.38	 0.04	-0.09	 0.23	 0.56	 0.04	-0.40	-0.20	-0.47	-0.27	-0.51	 0.01	 0.19	-0.45	 0.61	 0.03	-0.76	 0.08	-0.25	-0.30	-0.14	-0.22	-0.09	-0.18	-0.06	 0.10	-0.07	-0.22	-0.54	-0.60	-0.64	-0.36	-0.58	-0.42	-0.43	-0.40	-0.43	-0.76	-0.36	-0.43	-0.58	 0.12	 0.55	 0.19	-0.60	-0.47	 0.34	 0.83	 0.37	 0.23	-0.27	-0.51	-0.58	-1.00	 0.88	 0.93	-0.29	-0.18	-0.15	-0.09	-0.10	 0.06	-0.40	 0.10
YLR208W	YLR208W   SEC13     secretion                     vesicle coat component                       S0004198	1																			-0.25	-0.27	-0.09	-0.29	-0.15	-0.22	-0.20	-0.12	-0.15	-0.76	-0.12	-0.45	 0.95	-0.51	-0.23	-0.22	-0.23	-0.25	-0.18	-0.17	-0.56	-0.18	-0.07	-0.25	-0.18															 0.06	 0.63		-0.58	 0.00	-0.25	-0.32	-0.43	-0.97	-0.94	 0.16	-0.43	-0.92	-0.27	-0.06	 0.16	-0.09	-0.12	-0.34	-0.69		-0.86	-1.69
YLL031C	YLL031C             unknown                       major facilitator superfamily                S0003954	1	-0.30	-0.23	-0.22	-0.36	 0.07	-0.12	 0.34	 0.03	-0.06	-0.14	-0.04	-0.60	-0.06	-0.18	 0.49	 0.04	-0.01	-0.09																										 0.11	-0.54	-0.97	-0.29	-0.71	-0.38	 0.11	-0.14	 0.30	 0.30	-0.25	 0.08	-0.18	 0.07	 0.34	 0.91	-0.32	-0.64	 0.75	 0.74	 1.62	 1.64	 1.01	 0.95	-0.97	-0.49	-1.12	 1.72	 2.65	-0.76	-0.01	 0.14	 0.38	 0.21	 0.04	-0.29	-0.49
YCL068C	YCL068C             unknown                       unknown                                      S0000573	1	-0.01	-0.32		-0.30	-0.15	-0.40	 0.01	-0.17	-0.04	-0.06	-0.23	-0.47	 0.03	-0.06	-0.29	-0.25	-0.03	-0.17	-0.07	-0.22	-0.29	-0.14	-0.34	-0.15	-0.34	-0.03	-0.62	-1.29	-0.42	-0.45	-0.62	-0.47	-0.86	-1.25	-0.01	-0.17	-0.20	-0.14	-0.64	 0.01	-0.40	-0.38	-0.42	 0.11	-0.14	-0.10	-0.30	-0.40	-0.47	-0.64	-0.45	-0.12	-0.30	-0.30	-0.03	-0.47	 0.04	 0.39	 1.59	-0.27	-0.36	 0.43	-0.32	-0.15	 0.43	 0.25	 0.23	-0.06	 0.00	-0.25	 0.54	 0.46	 0.58	-0.25	-0.34	-0.25	-0.42	-0.64	 0.20	 0.00
YNL286W	YNL286W   CUS2      mRNA splicing, putative       unknown                                      S0005230	1	-0.15	-0.49	-0.06	-0.18	-0.10	 0.34	 0.06	-0.18	-0.17	-0.27	-0.36	-0.20	-0.29	-0.30	-0.20	-0.20	-0.15	 0.77		-0.12	-0.07	-0.62		-0.60		-0.32			 0.28		 0.75			-0.36	 0.51	-1.22	 0.63	-0.56	 0.65		-0.56	-0.07	-0.36	 0.50	-0.18	-0.01	-0.23	-0.42	-0.20	-0.15	-0.14	-0.18	-0.43	-0.18	-0.29	-0.40	-0.27	 0.11	 0.66	-0.15	-0.62	-0.92	-0.81	-1.15	-1.29	-1.56	-1.06	-0.15	-0.51	-0.09	-0.79	-0.62	 1.44	-0.14	-0.22	-0.23	-0.17	-0.09	-0.58	-0.01
YKL052C	YKL052C             unknown                       unknown                                      S0001535	1	-0.06	-0.56	-0.04	-0.38	 0.70	 0.48	 0.37	-0.17	 0.01	-0.10	 0.00	-0.56	-0.32	-0.03	 0.00	-0.17	 0.26	-0.69	-0.18	-0.23	 0.37	 0.81	 0.06	 0.76	-0.43	 0.14	-0.86	-0.86	-0.17	-1.00	 0.14	-0.89	-0.81	 0.23	-0.20	 0.63	-0.18	 0.48	-0.76	-0.67	 0.20	 0.16	 0.29	-0.76	-0.43	-0.62	-0.49	-0.22	-0.54	-0.25	-0.10	-0.03	-0.40	-0.36	-0.30	-0.34	-0.43	 0.00	 0.59	-0.49	-0.60	 0.12	-0.01	 0.11	-0.01	-0.62	-0.71	-0.42	-0.60	-0.58	 0.53	 0.20	 0.28	-0.23	-0.29	-0.27	-0.51	-0.29	 0.42	 0.29
YDR362C	YDR362C   TFC6      transcription                 TFIIIC 91 kD subunit                         S0002770	1	-0.36	-0.79	-0.29	-0.42	-0.22	-0.69	-0.34	-0.42	-0.23	-0.15	-0.25	-0.09		-0.56	-0.07	-0.27	-0.22	-0.42	-0.32	-0.07	 0.36	-0.32	 0.07	-0.69	-0.27	-0.43	-0.03	 0.61	-0.56	-0.25	 0.07	-0.01	-0.58	 0.57	 0.42	-0.23	-0.15	-0.38	 0.20	 0.33	-0.34	-0.51	-0.54	-0.15	-0.01	-0.14	 0.24	-0.20	-0.30	-0.07	 0.30	 0.06	 0.23	-0.25	 0.08	-0.67	 0.23	 0.69	 2.01	-0.58	-0.01	 0.11	 0.20	 0.48	 1.31	 1.16	 0.97	-0.71	 0.54	 0.41	 0.70	 0.86	 0.26	-0.32	-0.25	 0.39	-0.03	-0.22	 0.43	 0.25
YIL094C	YIL094C   LYS12     lysine biosynthesis           homo-isocitrate dehydrogenase                S0001356	1	-0.49	-0.10	-0.79	-0.12	-0.67	 0.14	-0.04	 0.24	 0.23	 0.28	 0.10	 0.04	 0.06	 0.04	 0.26	 0.25	 0.36	 0.23	-0.76	-0.81	-0.22	 0.58	 0.34	 0.62	 0.38	 0.48	 0.31	 0.28	 0.03	-0.62	-0.18	-0.54	 0.03	-0.03	-0.54	 0.10	-0.76	 0.24	-0.42	-0.17	 0.03	-0.12	 0.15	-0.09	 0.04	 0.42	 0.38	 0.83	 0.58	 0.39	 0.37	-0.04	 0.21	 0.18	-0.04	-0.42	-0.23	-0.84	-1.06	-0.60	-0.29	-0.27	 0.03	-0.10	-0.67	-0.47	-0.07	 0.26	-0.58	-0.81	-0.01	-1.47	-0.86	 0.00	-0.23	-0.10	 0.00	 0.12	-1.00	-1.51
YFR037C	YFR037C   RSC8      chromatin structure           chromatin remodeling complex subunit         S0001933	1	 0.24	 0.16	 0.06	 0.69	 0.29	 0.37	 0.58	-0.04	 0.16	 0.45	 0.06	 0.41	 0.33	 0.10	 0.20	 0.30	 0.37	 0.14	 0.10	-0.07	 0.07	-0.10	-0.74	 0.04	-0.97	-0.20	-1.60	-0.89	-0.07	-1.12	-0.17	-0.97	-0.62	-0.18	-1.47	 0.01	-0.97	-0.22	-1.51	-1.25	 0.30	-0.09	 0.21	 0.28	-0.22	-0.04	-0.01	 0.18	 0.30	-0.29	 0.28	 0.19	 0.19	 0.12	 0.15	 0.23	 0.24	 0.37	 0.18	 0.82	 0.00	-0.10	-0.01	-0.01	-0.27	-0.86	-0.94	-0.29	-1.06	-1.15	 0.71	 0.23	-0.49	-0.69	-0.47	 0.24	-0.07	-0.36	 0.48	-0.74
YDR435C	YDR435C             unknown                       unknown                                      S0002843	1	 0.30	 0.21	 0.49	 0.42	-0.10	 0.03	-0.45	 0.07	 0.11	-0.25	 0.32	 0.01	 0.04	-0.32	-0.36	 0.11	-0.36	-0.20	-0.60	-0.45	-0.20	-0.09	 0.16	 0.00	 0.11	 0.15	 0.14	-0.32	 0.28	 0.00	 0.10	 0.08	-0.06	 0.00	-0.32	-0.29	-0.79	 0.04	-0.18	-0.10	 0.23	 0.06	 0.39	 0.79	-0.64	-0.27	-0.81	-0.45	-0.47	-0.17	-0.17	-0.38	-0.51	 0.07	-0.22	-0.30	-0.09	 0.62		 0.19	-0.06	-0.03	-0.34	-0.38	-0.12	-0.22	-0.27	 0.49	 0.24	-0.03	 0.03	 0.63	 0.24	 0.10	 0.03	-0.01	 0.04	-0.40	 0.91	 0.46
YDR508C	YDR508C   GNP1      transport                     glutamine permease                           S0002916	1	-0.69	 0.03	 0.54	 0.46	 0.26	 0.24	-0.03	 0.00	 0.20	 0.31	 0.32	 0.11	 0.08	-0.22	 0.20	 0.20	 0.06	-0.06	 0.31	-0.17	-0.14	 0.36	 0.93	 0.12	 0.55	 0.01	 0.57	-0.20	-0.25	 0.01	-0.23	 0.30	 0.07	-0.40	-0.15	-0.22	 0.42	-0.22	 0.19	 0.14	-0.64	-0.67	-0.62	-1.29	 0.29	-0.07	 0.28	 0.34	 0.51	 0.28	 0.51	 0.25	 0.41	 0.20	 0.06	 0.37	 0.46	-0.43	-0.01	 0.49	 0.16	-2.74	-1.89	 1.05	 3.01	 2.81	 3.50	-2.94	 1.86	 2.34	-2.84	 0.63	 0.55	 0.21	-0.12	-0.30	-0.89	-0.92	-1.40	-1.03
YPL172C	YPL172C   COX10     respiration                   cytochrome-c oxidase assembly                S0006093	1	-0.25	-0.32	-0.09	-0.03	-0.27	-0.17	-0.22	-0.40	-0.22	-0.23	-0.29	-0.38	-0.17	-0.49	-0.36	-0.58	-0.38	 0.01	 0.19	 0.00	-0.10	-0.32	-0.79	 0.06	 0.28	 0.07	-0.17	 0.04	 0.53	 0.60	 0.57	 0.52	 0.61	 0.15	-0.14	 0.28	 0.51	 0.30	 0.69	 1.10	 0.59	 0.43	 0.42	-0.86	-0.81	-0.79	-0.74	-0.20	-0.27	 0.01	 0.10	 0.11	 0.10	 0.06	 0.18	 0.04	 0.08	 0.01	 0.21	-0.38	-0.62	 0.18	-0.56	-0.58	-0.81	-1.25	-1.09	-0.10	 0.14	-0.92	-0.67		-1.74	-0.03	 0.11	 0.00	-0.27	-0.51	 0.28	-0.32
YLR136C	YLR136C   TIS11     unknown                       unknown                                      S0004126	1	 0.30	 0.34	 1.02	 0.40	 1.24	 0.97	 1.39	 1.32	 1.44	 1.09	 1.34	 1.04	 1.18	 1.09	 1.57	 1.30	 1.55	 1.26	-0.12	-0.27	-0.10	 0.10	-0.20	 0.43	 2.20	 0.55	 0.10	-0.58	-0.04	-0.10	-0.47	-0.17	-0.42	 0.03	 0.76	 0.38	 0.54	 0.24	 0.48	 0.99	 0.03	 0.07	 0.06	 1.70	 0.64	-0.56	-1.43	-1.18	-1.12	-1.00	-0.79	-0.43	-0.62	-0.34	-0.54	-0.74	-0.54	-0.09	-0.42	-0.36	-0.15	-1.69	-1.64	-2.94	-2.74	-2.47	-2.64	 1.54	-0.01	-0.15	-2.32	-2.94	 0.61	-0.25	-0.23	-0.60	-0.49	-0.18	-0.43	-0.86
YLR209C	YLR209C             unknown                       unknown; similar to human purine nucleoside pS0004199	1	-0.04	-0.49	-0.29	-0.40	 0.04	-0.32	 0.20	-0.20	-0.22	-0.60	-0.67	-0.71	-0.10	-0.54	-0.15	-0.23	 0.11	-0.49	-0.76	-0.76	-0.01	 0.39	 0.50	 0.60	 0.23	 0.04	-0.27	-0.45	-0.30	-0.79	 0.11	-0.25	-0.38	 0.18	 0.53	 0.36	 0.50	 0.36	-0.34	 0.01	-0.06	 0.03	 0.21	-0.67	-0.74	-0.62	-1.12	-0.56	-0.18	-0.32	 0.14	 0.44	 0.11	-0.01	 0.19	 0.08	-0.29	 0.33	 0.20	-0.51	-0.29	 0.12	 1.18	 2.03	 2.90	 2.59	 2.34	-0.64	 1.06	 0.33	 0.92	 0.90	 1.03	 0.03	 0.24	 0.34	-0.25	-0.15	-0.10	-0.27
YKR084C	YKR084C   HBS1      unknown                       unknown; similar to translation elongation faS0001792	1	 0.06	 0.06	-0.09	 0.06	 0.10	-0.12	-0.06	 0.01	 0.15	-0.14	 0.29	 0.20	 0.11	-0.09	 0.04	 0.18	-0.30	-0.04	-0.15	-0.09	 0.08	 0.01	-0.71	-0.25	-0.71	-0.06	-0.54	-0.29	-0.17	-0.54	-0.38	-0.27	-0.25	-0.29	-0.69	-0.36	-0.47	-0.22	 0.07	-0.29	-0.94	-0.14	-0.20	-0.14	-0.22	-0.22	-0.14	 0.10	-0.22	-0.32	-0.17	-0.14	-0.42	-0.22	-0.17	-0.34	-0.06	 0.14		 0.12	-0.10	-0.38	-0.32	-0.15	 0.18	-0.12	-0.36	-0.40	 0.20	-0.18	-0.14	 0.40	 1.00	 0.16	 0.30	 0.34	 0.16	-0.25	 0.20	-0.23
YFL005W	YFL005W   SEC4      secretion                     ras-like GTPase; post-Golgi                  S0001889	1	 0.15	 0.43	 0.24	 0.46	 0.31	 0.39	 0.44	 0.39	 0.23	 0.14	-0.01	 0.04	 0.21	 0.00	 0.19	-0.01	-0.07	 0.11	-0.18	-0.17	-0.17	 0.10	-0.01	 0.18	 0.08	-0.06	-0.17	-0.45	-0.03	-0.18	 0.32	-0.23	 0.14	 0.11	-0.10	 0.12	-0.38	-0.04	-0.03	 0.06	-0.56	 0.00	 0.01	 0.74	 0.00	-0.10	-0.12	 0.29	 0.18	 0.08	 0.07	 0.12	-0.09	 0.14	 0.26	-0.04	 0.00	-0.07	-0.07	-1.09	-0.09	-0.03	-0.17	 0.03	 0.59	 0.14	 0.20	 0.10	 0.30	 0.03	-0.06	-0.06	 0.49	 0.24	 0.16	-0.01	-0.17	-0.04	 0.51	-0.10
YEL026W	YEL026W   SNU13     mRNA splicing (putative)      U4/U6.U5 snRNP protein                       S0000752	1	 0.04	 0.01	-0.34	-0.12	-0.34	 0.21	-0.06	 0.23	 0.30	 0.49	 0.41	-0.07	 0.14	-0.01	 0.29	 0.01	 0.20	 0.11	 0.41	 0.56	 0.36	 0.39	 1.02	 0.41	 0.30	 0.64	 1.10	 0.16	 0.37	 0.43	 0.50	 0.62	 0.89	-0.07	 1.07	 0.16	 0.63	 0.43	 0.90	 0.60	-0.30	-0.45	-0.43	-1.32	-0.10	 0.54	 0.04	 0.86	 0.91	 0.66	 0.21	-0.25	 0.25	 0.66	-0.34	-0.81	-0.09	-0.20	 0.77	-0.58	 0.03	-2.12	-1.29	-0.45	-1.18	-0.64	-0.64	-0.84	-0.79	-0.54	-2.32	-1.47	-0.60	-0.14	-0.38	 0.07	-0.60	-0.97	-1.89	-2.06
YML010W	YML010W   SPT5      transcription                 elongation factor                            S0004470	1	-0.23	-0.36	-0.43	-0.10	-0.49	-0.18	-0.14	-0.29	-0.01	 0.24	-0.01	 0.29	 0.01	-0.34	-0.17	 0.06	-0.34	-0.03	-0.06	 0.01	-0.30	-0.27	 0.57	-0.18	-0.64	-0.18	-1.36	-0.07	-0.14	-0.67	-0.43	-0.34	-0.38	-0.27	-0.86	-0.15	-0.60	-0.47	-0.76	-0.42	-0.10	-0.27	-0.42	-0.22	 0.18	 0.23	 0.42	 0.19	 0.24	 0.06	 0.53	 0.58	 0.62	 0.20	 0.33	 0.37	 0.57	 0.34	 0.37	-0.04	-0.29	-1.32	-0.76	-0.69	-0.34	-0.45	-0.09	-0.58	 0.25	 0.32	-0.71	-0.84	-0.58	-0.15	-0.40	-0.20	-0.27	-0.47	-0.45	-0.79
YDL047W	YDL047W   SIT4      cell cycle                    type 2A related protein phosphatase          S0002205	1	-0.01	-0.69	-0.51	-0.64	-0.07	-0.74	-0.14	-0.54	-0.27	-0.30	-0.01	-0.15	 0.16	-0.43	-0.30	-0.54	-0.56	-0.47	 0.57	 0.75	 0.45	-0.03	-0.67	 0.08	-0.22	 0.12	-0.22	-0.76	 0.62	 0.10	 0.51	-1.03	-0.15	 0.03	-0.74	 0.15	-0.94	 0.14	-0.25	-0.60	 0.61	 0.21	 0.30	 0.38	-0.20	-0.32	-0.27	-0.14	-0.40	-0.43	-0.25	-0.14	 0.04	-0.23	 0.14	-0.06	-0.03	 0.03	 0.32	-0.23	-0.25	-0.64		-0.51	-0.94	-0.94	-0.76	-0.10	-0.45	-0.20	-0.29	-0.45	-0.67	 0.00	-0.14	-0.30	-0.54	-0.43	-0.10	-0.51
YKL125W	YKL125W   RRN3      transcription                 RNA polymerase I transcription factor        S0001608	1	 0.03	-0.14	-0.22	 0.36	 0.24	 0.28	 0.21	 0.41	 0.03	 0.12	-0.15	-0.06	 0.06	-0.30	-0.03	-0.06	 0.29	-0.04	-0.17	-0.17	-0.15	-0.69	 0.37	-0.67	 0.86	-0.06	 0.39	 0.10	-0.40	-0.07	 1.06	-2.74	-0.69		 0.59	-1.09	 0.84	-0.49	 0.87	 1.00	-1.12	-0.60	-0.17	-0.17	 0.11	-0.12	-0.14	 0.32	 0.08	-0.07	-0.32	-0.34	-0.54	-0.25	-0.40	-0.38	-0.29	-0.18	-0.18	 0.03	-0.29	-0.47	-1.47	-1.60	-2.00	-1.79	-2.06	-0.22	-0.94	-0.71	-0.89	-0.43	-0.29	 0.00	 0.19	 0.18	-0.38	-0.58	 0.49	-0.09
YBL089W	YBL089W             unknown                       major facilitator superfamily                S0000185	1	-0.18	-0.18	-0.06	-0.47	-0.30	-1.74	 0.38	 0.24	-0.38	 0.14	-0.54	-0.32	 0.14	-0.27	-1.12	 0.19	-0.25	 0.01	-0.54	-0.56	-0.14	-0.10	 0.19	-0.42	 0.26	-0.32	 0.62	 0.16	-0.49	 0.49	-0.34	 0.46	-0.04	-0.40	 0.75		 0.58	-0.56	 0.57	 0.98	-0.60	-0.45	-0.74	-0.30	-0.76	-0.09	-0.18	-0.60	-0.10	-0.10	-0.58	-0.10	 0.18	-0.43	-0.06	-1.06	-0.14	 0.81	 2.30	-0.15	-0.38	-0.15	-0.40	-0.54	 0.08	-0.15	-0.15	 0.04	-0.34	 0.30	-0.14	 0.12	 0.66	-0.32	 0.24	 0.51	 0.00	-0.30	 0.01	 0.03
